codigo,nombre,parte_analizada,humedad,energia_kcal,energia_kj,proteina,lipidos,carb_totales,carb_disp,fibra,cenizas,calcio,hierro,sodio,fosforo,yodo,zinc,magnesio,potasio,tiamina,riboflavina,niacina,folatos,vit_b12,vit_c,vit_a_er,grasa_sat,grasa_mono,grasa_poli,colesterol,parte_comestible_pct
S001,"Ajiaco santafereño 80,2 82 YB",,64.0,8.0,113.0,91.0,2.2,1.3,,,,15.0,7.0,248.0,6.0,238.0,3.0,0.0,5.0,3.407,2.0,3.0,3.0,332.0,95.0,,,,,,
S002,,,,,,,,,,,,20.0,7.0,480.0,0.7,210.0,1.0,1.0,0.0,0.0,26.0,8.0,11.0,24.0,0.0,100.0,,,,,
S003,Arroz clavado,,59.9,182.0,765.0,64.0,55.0,264.0,259.0,5.0,18.0,84.0,4.0,553.0,9.0,52.0,2.0,0.0,0.0,0.0,21.0,8.0,16.0,21.0,15.0,100.0,,,,,
S005,,,,,,,,,,,,7.0,2.0,132.0,30.0,4.0,15.0,125.0,2.0,3.0,16.0,5.0,5.0,7.0,14.0,100.0,,,,,
S006,"Carimañola, con queso, precocida",,458.0,295.0,1231.0,58.0,174.0,28.6,2.3,,,100.0,,,,,,,,,,,,,,,,,,,
S007,,,,,,,,,,,,24.1,1080.0,220.0,175.0,2.0,0.0,5.0,19.0,29.0,55.0,8.0,100.0,,,,,,,,
S008,,,,,,,,,,,,29.0,12.0,401.0,87.0,40.0,12.0,23.0,269.0,3.0,8.0,8.0,21.0,39.0,0.0,34.0,13.0,14.0,4.0,9.0,100.0
S009,"Chocolate, en aqua (50%) y leche de vaca entera (50%)",,82.0,374.0,234.0,236.0,103.0,93.0,10.0,7.0,,112.0,5.0,53.0,101.0,420.0,4.0,19.0,112.0,4.0,0.11,5.0,5.0,57.0,0.0,27.0,19.0,9.0,1.0,10.0,100.0
S010,Cuy asado,,499.0,229.0,964.0,244.0,78.0,148.0,13.7,1.1,3.1,37.0,29.0,758.0,1.9,245.0,0.33,0.02,2.0,1.0,485.0,32.0,21.0,24.0,9.0,78.0,,,,,
S011,"Empanada de pipián, frita | _ 314 396 1650 47 263 YW",,46.0,335.0,11.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
S012,,,,,,,,,,,,6.0,4.0,132.0,25.0,4.0,60.0,125.0,2.0,33.0,10.0,0.0,5.0,5.0,7.0,14.0,100.0,,,,
S013,"Envuelto de plátano maduro, precocido",,60.1,158.0,672.0,16.0,0.1,376.0,373.0,3.0,0.6,,,,,,,,,,,,,,,,,,,,
S014,"Envuelto de yuca, precocido",,64.7,141.0,597.0,0.6,0.1,343.0,0.3,,,12.0,1.0,28.0,0.04,0.03,2.0,0.0,100.0,,,,,,,,,,,,
S015,Friche de chivo,,529.0,243.0,1016.0,297.0,129.0,16.0,8.0,8.0,29.0,,,,,,,,,,,,,,,,,,,,
S016,"Guacamole, crudo",,68.2,184.0,763.0,0.1,127.0,163.0,14.6,1.7,2.6,10.0,4.0,137.0,33.0,20.0,3.0,19.0,371.0,9.0,12.0,10.0,14.0,0.0,11.0,27.0,79.0,15.0,0.0,100.0,
S017,tim,,51.0,252.0,1057.0,11.7,123.0,231.0,220.0,1.1,1.8,65.0,24.0,333.0,112.0,130.0,22.0,20.0,230.0,0.21,0.16,33.0,48.0,100.0,0.0,23.0,41.0,50.0,19.0,27.0,100.0
S020,,,,,,,,,,,,79.0,3.0,246.0,0.5,220.0,5.0,0.0,0.0,1.0,17.0,19.0,8.0,12.0,9.0,100.0,,,,,
S021,"Mute santandereano 79,1 113 470 8,1 6,1 54] :235]",,19.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
S022,,,,,,,,,,,,36.0,2.7,1070.0,47.0,12.0,0.0,0.0,0.0,11.45,18.0,29.0,46.0,77.0,100.0,,,,,,
S023,Rundown,,680.0,136.0,574.0,82.0,21.0,202.0,185.0,17.0,1.5,,,,,,,,,,,,,,,,,,,,
S025,Sancocho valluno de gallina,,740.0,121.0,509.0,16.4,4.0,42.0,29.0,13.0,14.0,,,,,,,,,,,,,,,,,,,,
S026,Sopa de arroz,,84.8,68.0,287.0,3.7,2.2,8.4,0.9,,,,,,,,,,,,,,,,,,,,,,
S027,Sopa de tortillas 87.1 567 232 |,,1.7,1.1,93.0,8.1,12.0,8.0,,,,4.0,7.0,167.0,10.0,216.0,0.01,2.0,3.0,2.0,2.0,0.0,4.0,100.0,,,,,,,
T002,,,,,,,,,,,,25.0,15.0,2.0,9.0,20.0,10.0,29.0,203.0,17.0,7.0,9.0,65.0,0.0,0.0,8.0,100.0,,,,
T003,,,,,,,,,,,,560.0,46.0,15.0,346.0,70.0,35.0,119.0,95.0,78.0,16.0,31.0,274.0,0.0,2.0,22.0,100.0,,,,
T005,,,,,,,,,,,,1335.0,62.0,15.0,361.0,16.0,37.0,184.0,1774.0,44.0,17.0,20.0,388.0,0.0,0.0,0.0,100.0,,,,
T007,,,,,,,,,,,,81.0,57.0,16.0,39.0,35.0,178.0,1123.0,73.0,18.0,21.0,630.0,0.0,3.0,2.0,100.0,,,,,
T008,,,,,,,,,,,,147.0,55.0,5.0,407.0,35.0,175.0,1185.0,78.0,16.0,22.0,364.0,0.0,3.0,100.0,,,,,,
T009,,,,,,,,,,,,129.0,61.0,5.0,413.0,27.0,11.0,1460.0,32.0,23.0,16.0,44.0,0.0,0.0,100.0,,,,,,
T012,"Frijol cargamanto rosado, crudo Semilla 119 |",,370.0,1564.0,21.0,12.0,624.0,497.0,127.0,3.5,,157.0,68.0,43.0,25.0,182.0,1464.0,77.0,21.0,19.0,463.0,0.0,0.0,0.0,100.0,,,,,,
T014,"Frijol mungo, crudo",Semilla,115.0,375.0,1585.0,239.0,11.0,592.0,430.0,163.0,42.0,,,,,,,,,,,,,,,,,,,,
T015,,,,,,,,,,,,155.0,50.0,344.0,29.0,210.0,1352.0,38.0,12.0,40.0,0.0,2.0,2.0,100.0,,,,,,,
T016,,,,,,,,,,,,120.0,53.0,6.0,418.0,35.0,156.0,1332.0,69.0,20.0,15.0,604.0,0.0,0.0,2.0,100.0,,,,,
T018,,,,,,,,,,,,51.0,26.0,7.0,73.0,2.0,14.0,49.0,319.0,12.0,6.0,6.0,152.0,0.0,0.0,1.0,2.0,100.0,,,
T020,,,,,,,,,,,,101.0,62.0,12.0,420.0,20.0,31.0,19.0,1076.0,61.0,31.0,25.0,423.0,0.0,2.0,4.0,100.0,,,,
T021,,,,,,,,,,,,7.0,29.0,35.0,7.0,9.0,54.0,890.0,5.0,4.0,19.0,29.0,0.0,1.0,100.0,,,,,,
T022,,,,,,,,,,,,0.0,100.0,,,,,,,,,,,,,,,,,,
T024,,,,,,,,,,,,207.0,72.0,9.0,502.0,8.0,39.0,246.0,17588.0,68.0,28.0,32.0,345.0,0.0,0.0,5.0,100.0,,,,
T026,"| Lenteja común, cruda '",Semilla,126.0,387.0,1634.0,231.0,9.0,610.0,397.0,213.0,24.0,,,,,,,,,,,,,,,,,,,,
T029,,,,,,,,,,,,55.0,18.0,6.0,410.0,190.0,33.0,181.0,709.0,18.0,12.0,170.0,68.0,0.0,0.0,0.0,0.0,98.0,,,
T050,,,,,,,,,,,,263.0,839.0,4.0,6.0,100.0,44.0,266.0,1830.0,77.0,75.0,20.0,373.0,0.0,3.0,2.0,100.0,,,,
T052,,,,,,,,,,,,191.0,1.2,7.0,24.0,10.0,18.0,35.0,193.0,5.0,14.0,5.0,29.0,151.0,0.0,2.0,100.0,,,,
X008,"Caramelos o confites, duros",,7.2,369.0,1569.0,0.0,0.0,923.0,92.3,0.0,0.5,,,,,,,,,,,,,,,,,,,,
X014,"Cocadas, con panela 60 417 | 1760 1,6 8,2 824 |",,78.8,3.6,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,
X020,Gelatina de pata,,18.5,324.0,1375.0,7.4,0.0,73.5,0.6,,,,,,,,,,,,,,,,,,,,,,
X024,Helado de leche,,84.5,63.0,266.0,0.4,2.0,148.0,148.0,0.0,0.1,,,,,,,,,,,,,,,,,,,,
